order_id,user_id,restaurant_id,post_id,delivery_person_id,order_timestamp,pickup_time,delivery_latitude,delivery_longitude,status,total_price,time_taken_minutes,city_id
1064,2580,176,,37,2025-02-16 09:01:17,2025-02-16 09:13:17,36.831041178573166,10.176237868677411,Completed,27.51,15,23
1065,1010,146,,93,2025-03-06 10:27:26,2025-03-06 10:41:26,32.95444929615921,10.475432415422041,Cancelled,225.26,20,21
1066,1181,65,,42,2025-03-13 13:09:24,2025-03-13 13:29:24,36.83807334506704,10.221583621107978,Completed,19.67,32,23
1067,3399,129,,91,2025-01-31 19:40:49,2025-01-31 19:55:49,36.83221388089041,10.143359350533366,Completed,44.61,24,23
1068,897,56,,5,2025-02-25 19:38:26,2025-02-25 19:54:26,36.81648287848312,10.150500145121125,Completed,39.47,18,23
1069,1868,138,4658,52,2025-02-24 12:24:41,2025-02-24 12:39:41,35.1917276555205,8.865367206548331,Completed,25.19,29,9
1070,310,154,,94,2025-03-16 13:10:51,2025-03-16 13:25:51,36.09616119745353,9.333313280390167,Completed,26.17,26,19
1071,1920,83,3760,93,2025-03-15 12:58:51,2025-03-15 13:17:51,33.9333325822089,10.093912128955369,Completed,14.66,28,5
1072,192,181,,8,2025-03-17 17:29:10,2025-03-17 17:49:10,33.87323063893837,10.074473590940723,Completed,35.94,34,5
1073,1358,61,,8,2025-01-28 12:47:03,2025-01-28 12:57:03,33.82313574406157,10.093024159275739,Completed,48.32,33,5
1074,569,111,2265,29,2025-02-15 13:49:55,2025-02-15 14:05:55,34.74164240118257,10.756999303433357,Completed,25.04,45,17
1075,7,92,,29,2025-02-02 21:25:25,2025-02-02 21:35:25,34.775183304027685,10.79374863508945,Completed,20.82,28,17
1076,818,59,,38,2025-01-20 09:43:13,2025-01-20 09:54:13,36.76910333773731,10.190120642646175,Completed,35.91,35,23
1077,4013,56,710,84,2025-02-22 14:38:15,2025-02-22 14:51:15,36.822748336204704,10.14312810575007,Completed,34.22,22,23
1078,250,117,,6,2025-03-25 19:46:50,2025-03-25 20:06:50,36.79501596804552,10.184256811720346,Completed,20.63,28,23
1079,2054,52,3177,62,2025-01-26 21:35:01,2025-01-26 21:53:01,34.755632100834006,10.80008080654434,Completed,39.01,44,17
1080,1167,75,2470,44,2025-03-23 13:45:16,2025-03-23 13:56:16,36.51174042273848,10.686815948877127,Completed,46.55,34,16
1081,2307,186,,94,2025-03-24 12:30:29,2025-03-24 12:46:29,36.061589293087145,9.329440440512517,Completed,42.35,32,19
1082,2511,101,,35,2025-01-19 18:27:23,2025-01-19 18:40:23,36.7880650599169,10.153588815021042,Completed,34.45,25,13
1083,582,45,,15,2025-01-21 20:19:38,2025-01-21 20:32:38,33.40371269972778,10.559845433201493,Completed,27.1,19,14
1084,382,180,,86,2025-01-23 12:42:29,2025-01-23 12:54:29,35.858698305681465,10.653295471878595,Cancelled,27.65,19,20
1085,2612,176,4696,33,2025-01-26 14:39:04,2025-01-26 14:57:04,36.832411708177446,10.190896836229877,Completed,42.99,27,23
1086,2418,159,,55,2025-01-09 13:47:03,2025-01-09 14:05:03,36.41379316326215,10.125042973741552,Completed,18.96,20,24
1087,3111,81,,2,2025-03-13 15:14:39,2025-03-13 15:27:39,35.77049068603463,10.822349187995766,Completed,25.47,39,15
1088,4825,50,,15,2025-03-14 13:49:39,2025-03-14 14:05:39,33.35837291032345,10.521187313026513,Completed,42.83,22,14
1089,4707,188,,36,2025-02-08 13:36:39,2025-02-08 13:47:39,35.07754384798807,9.483046445734805,Completed,40.89,21,18
1090,2864,109,4452,17,2025-01-02 20:49:05,2025-01-02 21:07:05,36.768299486831175,10.144373631641132,Completed,14.61,15,23
1091,2085,140,,52,2025-01-16 20:32:41,2025-01-16 20:49:41,34.4541618400837,8.771717909161609,Cancelled,41.34,32,6
1092,2644,53,,96,2025-02-04 17:19:23,2025-02-04 17:34:23,36.82939832109287,10.182546428142814,Completed,22.69,31,23
1093,999,145,2723,84,2025-03-24 13:33:46,2025-03-24 13:49:46,36.82589607386405,10.225014453373928,Completed,28.98,31,23
1094,659,92,,29,2025-01-13 13:36:43,2025-01-13 13:56:43,34.77885477252894,10.78950303014064,Completed,16.32,29,17
1095,2423,196,2999,82,2025-03-11 12:46:42,2025-03-11 12:57:42,36.49090991920416,10.737270218749204,Completed,32.07,25,16
1096,4193,3,,42,2025-03-04 19:41:08,2025-03-04 20:00:08,36.770824170879855,10.135457310088468,Completed,32.49,23,23
1097,384,130,,69,2025-03-14 20:31:38,2025-03-14 20:51:38,36.80897729844456,10.169608125541453,Completed,31.08,24,23
1098,1490,64,,100,2025-03-18 19:56:04,2025-03-18 20:07:04,36.758372777383244,10.17077207252438,Completed,36.24,20,3
1099,117,169,,34,2025-02-23 12:20:11,2025-02-23 12:34:11,36.76288989767834,10.169158074588827,Cancelled,40.94,30,3
1100,2250,170,,67,2025-02-03 14:38:46,2025-02-03 14:57:46,36.7608848115756,10.217255960842557,Completed,39.5,23,23
1101,3163,184,510,69,2025-01-09 19:45:41,2025-01-09 20:03:41,36.76720431111673,10.147813975173582,Completed,36.47,32,23
1102,1816,32,,30,2025-03-26 13:26:03,2025-03-26 13:45:03,35.84142807129685,10.579367461383965,Completed,19.04,32,20
1103,2985,189,,52,2025-01-05 12:07:39,2025-01-05 12:25:39,34.47438172762192,8.795668923013272,Completed,22.97,31,6
1104,4787,43,,29,2025-02-04 18:41:54,2025-02-04 18:51:54,34.74161725620611,10.795703718466136,Completed,31.54,43,17
1105,1949,163,,31,2025-02-26 18:27:28,2025-02-26 18:40:28,36.75328701006623,10.17154418388275,Completed,12.84,35,3
1106,4252,40,,93,2025-01-16 09:34:56,2025-01-16 09:47:56,33.88971390095483,10.053999553003484,Completed,44.85,25,5
1107,2554,45,4148,15,2025-02-16 18:13:51,2025-02-16 18:24:51,33.401689502339245,10.567314818001375,Cancelled,38.11,22,14
1108,4780,8,185,96,2025-02-28 19:12:04,2025-02-28 19:30:04,36.81785683491899,10.20374407359356,Completed,24.22,18,23
1109,1141,7,,62,2025-01-09 18:48:36,2025-01-09 18:58:36,34.74256469904568,10.712519093732983,Completed,27.18,23,17
1110,4359,57,2447,31,2025-03-11 17:33:59,2025-03-11 17:43:59,36.702734569413806,10.180244739978267,Completed,31.57,34,3
1111,4471,39,3244,85,2025-03-16 13:39:18,2025-03-16 13:50:18,35.817297795119984,10.589900535168324,Completed,34.74,22,20
1112,1712,46,,79,2025-01-16 10:46:34,2025-01-16 11:05:34,32.925967356368744,10.49150660636321,Completed,20.43,34,21
1113,4378,157,,46,2025-03-22 12:37:46,2025-03-22 12:48:46,33.93621382511011,8.145868490956842,Completed,34.72,27,22
1114,1250,162,,34,2025-03-18 19:18:32,2025-03-18 19:38:32,36.76872982702669,10.192953077739308,Cancelled,20.62,21,3
1115,3873,91,,46,2025-01-16 19:22:40,2025-01-16 19:34:40,35.84928838429099,10.565890190039065,Completed,19.27,18,20
1116,860,20,,3,2025-02-11 15:17:08,2025-02-11 15:31:08,35.20632395246607,8.784450647044233,Completed,46.06,38,9
1117,3824,169,,34,2025-02-19 12:11:43,2025-02-19 12:22:43,36.76269411044282,10.171627140745615,Completed,46.15,19,3
1118,1552,176,,71,2025-03-23 10:18:11,2025-03-23 10:36:11,36.824916880661256,10.18257321697091,Completed,14.75,22,23
1119,3015,59,,72,2025-02-09 15:43:46,2025-02-09 15:56:46,36.76889172854656,10.195764954608132,Completed,36.11,33,23
1120,3909,134,,51,2025-01-12 13:34:35,2025-01-12 13:52:35,36.79991466935359,10.159608557261173,Completed,22.36,18,13
1121,3474,138,,65,2025-03-05 13:40:23,2025-03-05 14:00:23,35.2027983667141,8.852220712676848,Completed,22.76,24,9
1122,1676,131,,32,2025-03-20 15:01:57,2025-03-20 15:19:57,36.47678197073838,8.766964315593306,Completed,32.59,31,7
1123,2144,128,,8,2025-03-21 11:46:03,2025-03-21 12:02:03,33.85212388985159,10.040812329675495,Completed,18.65,21,5
1124,3919,146,,15,2025-02-19 10:43:43,2025-02-19 10:57:43,32.9529152982899,10.491223137439965,Completed,48.31,20,21
1125,2464,69,,63,2025-02-10 17:30:16,2025-02-10 17:46:16,35.861142261407416,10.571044720070926,Cancelled,28.05,23,20
1126,3331,20,,90,2025-01-29 14:22:03,2025-01-29 14:34:03,35.20534175915844,8.793882193382093,Completed,24.85,34,9
1127,212,138,369,66,2025-03-09 17:46:10,2025-03-09 17:57:10,35.20586482544905,8.847959922475173,Completed,46.3,31,9
1128,1038,196,,44,2025-02-14 20:15:25,2025-02-14 20:28:25,36.49644300349113,10.743383512794853,Completed,18.09,34,16
1129,4835,25,,30,2025-01-09 19:47:06,2025-01-09 19:59:06,33.94674536173702,8.147984078004287,Completed,18.05,19,22
1130,4353,102,,74,2025-02-24 14:07:44,2025-02-24 14:25:44,36.4985371326586,10.706435334725757,Completed,22.85,17,16
1131,1783,40,,93,2025-01-14 19:42:37,2025-01-14 19:55:37,33.879933451010366,10.05148177520241,Completed,30.99,29,5
1132,2243,168,4227,17,2025-03-26 12:01:34,2025-03-26 12:12:34,36.80281542102029,10.142278976313618,Completed,39.88,22,23
1133,4699,131,,32,2025-01-21 13:08:55,2025-01-21 13:22:55,36.477245058681326,8.762736155095089,Completed,29.56,45,7
1134,2768,34,,65,2025-02-22 19:14:45,2025-02-22 19:26:45,35.8111442990373,10.63095706518515,Completed,16.77,32,20
1135,51,156,,67,2025-02-25 17:03:31,2025-02-25 17:13:31,36.8441333979638,10.196126540600446,Completed,21.68,25,23
1136,4368,16,,51,2025-01-18 08:58:56,2025-01-18 09:13:56,36.835034111587674,10.207045867019428,Completed,29.72,20,13
1137,4715,108,,30,2025-02-20 18:02:01,2025-02-20 18:22:01,35.785601802197235,10.590391680889754,Completed,24.74,36,20
1138,4526,168,,88,2025-03-09 11:05:15,2025-03-09 11:15:15,36.79803639237847,10.134161535554572,Completed,274.35,26,23
1139,875,90,,10,2025-01-26 12:51:45,2025-01-26 13:10:45,36.853648944103476,10.136030476416401,Completed,363.84,39,1
1140,139,173,4208,92,2025-02-19 18:44:50,2025-02-19 19:02:50,36.907033697403904,10.143214584097064,Completed,14.48,16,1
1141,2756,193,,1,2025-03-11 21:14:37,2025-03-11 21:24:37,37.276256124458115,9.858931428764327,Completed,38.21,28,4
1142,2625,140,,52,2025-03-07 13:53:38,2025-03-07 14:11:38,34.44940292373251,8.778165951403292,Completed,32.51,35,6
1143,4664,124,,54,2025-02-13 12:32:22,2025-02-13 12:49:22,36.83962592823515,10.171073069143308,Completed,25.56,18,23
1144,1353,75,,74,2025-03-21 20:53:01,2025-03-21 21:10:01,36.51570327206327,10.699452378812154,Completed,17.94,28,16
1145,3300,70,,8,2025-01-16 15:50:40,2025-01-16 16:09:40,33.88435202322578,10.097845033667948,Completed,22.55,26,5
1146,1670,174,,12,2025-02-05 11:15:28,2025-02-05 11:31:28,36.79814366197502,10.183688388427703,Completed,20.33,27,13
1147,3203,74,,39,2025-02-05 09:35:00,2025-02-05 09:53:00,36.373867520070505,10.119449561638044,Completed,26.94,22,24
1148,2576,55,,22,2025-01-11 18:27:17,2025-01-11 18:38:17,36.82429296472624,10.164559928438308,Completed,43.63,26,1
1149,524,196,1938,81,2025-02-06 10:54:24,2025-02-06 11:06:24,36.49021252011203,10.75172178217968,Completed,45.32,27,16
1150,319,106,,100,2025-02-06 08:52:44,2025-02-06 09:04:44,36.708469679386745,10.17663828730171,Completed,26.43,36,3
1151,3298,86,,87,2025-02-06 19:54:16,2025-02-06 20:09:16,36.802218402665716,10.26462868240263,Completed,41.72,38,3
1152,3703,40,4740,93,2025-02-10 20:10:00,2025-02-10 20:27:00,33.88803938124023,10.054712619452209,Completed,36.83,27,5
1153,3783,113,,52,2025-03-22 19:04:01,2025-03-22 19:22:01,34.46320253239581,8.743492980765879,Completed,47.85,54,6
1154,1372,32,,65,2025-01-18 12:39:35,2025-01-18 12:49:35,35.8479864213463,10.571296652975517,Completed,40.46,37,20
1155,354,85,4363,82,2025-01-17 16:31:25,2025-01-17 16:47:25,36.478024316302964,10.770075195628404,Completed,23.21,26,16
1156,3842,11,,4,2025-03-16 11:48:57,2025-03-16 12:00:57,36.84456248413035,10.16712958530378,Completed,48.94,18,1
1157,4030,77,,80,2025-01-24 13:47:19,2025-01-24 14:05:19,36.78748611606436,10.149199772051581,Completed,13.61,32,23
1158,1591,153,,27,2025-03-01 19:43:54,2025-03-01 19:56:54,36.87439415487832,10.161386776842681,Cancelled,30.28,30,1
1159,4327,107,2620,73,2025-02-01 15:37:45,2025-02-01 15:57:45,36.7256960358209,9.206690726178884,Completed,23.47,34,2
1160,4112,77,3488,84,2025-03-15 13:56:41,2025-03-15 14:08:41,36.78132644134017,10.155317623350257,Completed,15.47,31,23
1161,4454,165,1403,68,2025-01-15 15:08:01,2025-01-15 15:18:01,35.75120753731694,10.784592945721458,Completed,20.96,34,15
1162,4174,162,363,100,2025-02-12 16:46:23,2025-02-12 16:57:23,36.76878295068144,10.19662661689371,Completed,26.68,32,3
1163,776,138,,2,2025-01-16 14:44:53,2025-01-16 14:54:53,35.20810565006741,8.860885673870332,Completed,44.03,40,9
1164,617,144,,32,2025-03-04 12:11:38,2025-03-04 12:31:38,33.96687546160838,8.173249310622694,Cancelled,41.25,27,22
1165,4506,126,3835,30,2025-01-07 08:55:07,2025-01-07 09:10:07,35.7987284335145,10.583972828651818,Cancelled,16.46,17,20
1166,3401,104,,81,2025-02-06 12:05:51,2025-02-06 12:24:51,36.47963180344651,10.70647661703795,Completed,19.14,22,16
1167,3944,128,1160,93,2025-03-13 13:51:22,2025-03-13 14:10:22,33.84893999592393,10.047518345901963,Completed,46.39,22,5
1168,3680,11,,10,2025-02-13 13:57:27,2025-02-13 14:13:27,36.84763546729221,10.164930587505458,Completed,34.82,41,1
1169,588,141,,31,2025-02-15 13:35:54,2025-02-15 13:52:54,36.75113022574464,10.210993684048747,Completed,44.44,25,3
1170,2234,94,,26,2025-01-14 19:11:13,2025-01-14 19:24:13,35.67235818229986,10.121369394886363,Completed,18.3,15,8
1171,930,18,,70,2025-03-06 13:00:39,2025-03-06 13:17:39,36.80732936555587,10.142022209302537,Completed,29.84,29,23
1172,4610,36,4658,81,2025-02-11 21:35:22,2025-02-11 21:52:22,36.47558314189796,10.753571935966582,Cancelled,40.26,31,16
1173,2052,126,,3,2025-03-24 16:13:31,2025-03-24 16:31:31,35.78724399740341,10.579965429772782,Completed,24.71,29,20
1174,3858,52,2484,59,2025-01-01 16:18:50,2025-01-01 16:29:50,34.757922093077475,10.806035015161436,Completed,48.0,25,17
1175,4498,163,,31,2025-03-11 13:17:19,2025-03-11 13:30:19,36.74889923495782,10.168856604061553,Completed,13.31,27,3
1176,2923,85,,82,2025-02-02 12:03:27,2025-02-02 12:17:27,36.47810192472945,10.779308353168629,Completed,11.88,34,16
1177,2280,45,,15,2025-02-18 21:40:04,2025-02-18 21:59:04,33.3999513554106,10.567975781386604,Completed,44.97,15,14
1178,175,72,2522,10,2025-03-24 08:16:27,2025-03-24 08:32:27,36.90853368247634,10.128914281389466,Completed,38.84,35,1
1179,180,136,,83,2025-03-21 13:48:39,2025-03-21 13:59:39,36.846655565095055,10.196229222313605,Cancelled,41.89,20,23
1180,2240,70,159,8,2025-03-20 17:18:20,2025-03-20 17:29:20,33.872336810031705,10.095748094898756,Completed,45.82,32,5
1181,3380,37,,20,2025-01-09 18:39:39,2025-01-09 18:58:39,35.709378648662224,10.138004186079906,Completed,37.12,38,8
1182,2972,144,,2,2025-01-26 15:47:16,2025-01-26 16:03:16,33.974288255722016,8.182489852792294,Cancelled,33.41,24,22
1183,4470,166,,25,2025-01-30 17:02:56,2025-01-30 17:18:56,36.86189994199675,10.19351125711553,Completed,15.75,36,23
1184,3197,4,4069,12,2025-02-09 18:42:09,2025-02-09 18:58:09,36.832009391573735,10.216123606842109,Completed,16.5,20,13
1185,2420,32,,30,2025-01-02 19:17:51,2025-01-02 19:36:51,35.838608148337,10.564095681009007,Completed,42.5,27,20
1186,4240,31,,42,2025-03-22 19:50:33,2025-03-22 20:08:33,36.77878170644178,10.147530990264743,Completed,13.33,26,23
1187,4944,16,351,35,2025-03-13 13:04:00,2025-03-13 13:18:00,36.83840624709784,10.20146734005503,Completed,37.64,34,13
1188,274,87,,55,2025-01-18 14:13:41,2025-01-18 14:27:41,36.440718623046564,10.129678612715846,Completed,24.46,27,24
1189,170,27,1336,67,2025-02-25 12:00:16,2025-02-25 12:20:16,36.758481829305836,10.222229309958065,Completed,16.36,22,23
1190,3525,189,543,52,2025-01-14 13:00:33,2025-01-14 13:18:33,34.458174090987185,8.78913540939053,Completed,15.74,33,6
1191,296,70,,93,2025-01-12 12:18:11,2025-01-12 12:31:11,33.87234604285965,10.094778110849818,Completed,36.14,19,5
1192,198,14,1845,76,2025-01-03 13:28:10,2025-01-03 13:43:10,36.13083287566056,8.766706662625944,Completed,21.96,45,11
1193,741,188,,36,2025-03-18 19:44:17,2025-03-18 20:00:17,35.074378300006565,9.475202346313335,Completed,27.6,20,18
1194,992,48,,21,2025-03-06 11:43:45,2025-03-06 12:02:45,36.80373838817481,10.17162113690614,Completed,46.54,46,23
1195,1524,15,,70,2025-03-22 09:03:04,2025-03-22 09:20:04,36.77484876714107,10.202972492613144,Completed,42.87,24,23
1196,2582,150,650,92,2025-01-17 16:47:33,2025-01-17 16:59:33,36.87845291947973,10.151213697407979,Completed,25.87,15,1
1197,1302,43,174,43,2025-01-22 13:30:57,2025-01-22 13:50:57,34.73566079876157,10.784575731393595,Completed,26.03,31,17
1198,2248,163,,48,2025-01-07 14:22:48,2025-01-07 14:41:48,36.738206702659305,10.169909826294882,Completed,44.51,32,3
1199,1994,181,,93,2025-01-26 14:41:39,2025-01-26 14:57:39,33.86308493057249,10.075360726297275,Cancelled,40.04,21,5
1200,560,181,1904,8,2025-01-04 18:59:05,2025-01-04 19:17:05,33.87656715930288,10.081104624208953,Completed,36.44,39,5
1201,4749,32,,56,2025-01-29 09:43:07,2025-01-29 09:55:07,35.84224113966479,10.566575529074402,Completed,42.29,25,20
1202,3743,189,3521,52,2025-02-19 09:59:36,2025-02-19 10:16:36,34.46899615894097,8.795347345717165,Completed,10.46,30,6
1203,4119,59,,71,2025-03-21 11:31:48,2025-03-21 11:46:48,36.768155068528685,10.198583050916488,Completed,37.59,20,23
1204,1048,176,,37,2025-02-22 10:32:09,2025-02-22 10:46:09,36.82530247240168,10.17755824580427,Completed,25.65,26,23
1205,4239,2,,43,2025-03-22 12:17:16,2025-03-22 12:29:16,34.73026647336309,10.802011936606979,Completed,41.06,31,17
1206,1890,179,768,17,2025-01-18 15:39:04,2025-01-18 15:55:04,36.783550220739045,10.202643425242172,Completed,15.06,21,23
1207,4094,147,,12,2025-01-02 19:25:15,2025-01-02 19:36:15,36.78177546823443,10.161076234891055,Completed,47.51,26,13
1208,3540,77,2563,7,2025-01-04 20:56:25,2025-01-04 21:12:25,36.777513812105234,10.150488731013086,Completed,47.37,21,23
1209,2706,116,,74,2025-01-23 19:33:05,2025-01-23 19:53:05,36.49138841040104,10.73713086572908,Completed,37.25,26,16
1210,2171,200,,76,2025-01-28 13:36:59,2025-01-28 13:47:59,36.199243953054975,8.71802160947855,Cancelled,38.34,36,11
1211,3396,135,4852,74,2025-01-27 12:06:09,2025-01-27 12:24:09,36.46768830041937,10.699714150348212,Cancelled,18.37,25,16
1212,2156,22,,44,2025-01-07 17:32:10,2025-01-07 17:45:10,36.479890251681425,10.725369212465482,Cancelled,19.17,24,16
1213,852,35,,1,2025-01-24 19:13:41,2025-01-24 19:25:41,36.474597676205,10.72320887420117,Completed,14.15,23,16
1214,817,130,29,70,2025-01-19 17:16:43,2025-01-19 17:32:43,36.80620218796674,10.17587593742102,Completed,34.39,32,23
1215,4564,37,3985,20,2025-01-27 17:52:09,2025-01-27 18:08:09,35.705351351833016,10.154080086025933,Completed,16.03,29,8
1216,4108,33,,69,2025-02-12 13:49:15,2025-02-12 14:05:15,36.787131956909995,10.180747439871347,Completed,23.64,31,23
1217,1739,196,,82,2025-03-06 09:14:24,2025-03-06 09:30:24,36.48591220887003,10.753669295592085,Cancelled,45.47,29,16
1218,946,125,,77,2025-01-28 19:47:27,2025-01-28 20:06:27,35.47933513609673,10.14314745605407,Completed,17.52,43,12
1219,1794,38,,76,2025-01-17 20:34:55,2025-01-17 20:45:55,36.1344558686016,8.750592622151686,Completed,32.83,37,11
1220,3320,31,,88,2025-01-01 19:59:03,2025-01-01 20:16:03,36.769475457917636,10.149807108770208,Completed,47.52,30,23
1221,2703,123,478,39,2025-03-12 10:37:31,2025-03-12 10:56:31,36.39466325933036,10.117637357285625,Completed,48.82,27,24
1222,4046,150,2823,92,2025-02-20 13:23:19,2025-02-20 13:42:19,36.87981690497495,10.151597011894934,Completed,37.41,32,1
1223,2444,145,3708,38,2025-03-09 09:03:34,2025-03-09 09:16:34,36.83153220137446,10.235667459869926,Completed,28.97,24,23
1224,1742,18,3444,54,2025-03-06 12:43:33,2025-03-06 12:55:33,36.807233322025226,10.138943727356478,Completed,48.41,28,23
1225,1538,2,1577,29,2025-02-11 12:32:26,2025-02-11 12:47:26,34.72432119127867,10.795736952572454,Cancelled,42.27,26,17
1226,952,127,1179,32,2025-03-07 14:12:23,2025-03-07 14:32:23,35.193067882532965,8.854792375828698,Completed,31.03,55,9
1227,4721,25,,71,2025-01-07 19:37:32,2025-01-07 19:55:32,33.94760904182371,8.155663965141757,Completed,28.3,28,22
1228,4004,66,,45,2025-03-12 16:01:03,2025-03-12 16:18:03,36.76302097049314,10.174944253271065,Completed,14.38,27,3
1229,3564,81,1086,68,2025-02-07 18:42:07,2025-02-07 19:01:07,35.77714762874488,10.820289449392016,Completed,28.03,25,15
1230,4452,48,,47,2025-02-16 16:28:46,2025-02-16 16:39:46,36.81740158877696,10.176787950335537,Completed,10.4,27,23
1231,431,47,,52,2025-03-20 16:14:44,2025-03-20 16:32:44,34.424669390175225,8.83081816751142,Completed,46.23,25,6
1232,4671,144,,46,2025-03-24 13:32:27,2025-03-24 13:52:27,33.96856298834966,8.182940355596546,Cancelled,33.25,25,22
1233,420,62,,59,2025-01-24 18:04:02,2025-01-24 18:22:02,34.726661676088064,10.793363027632815,Cancelled,16.84,30,17
1234,1613,128,,93,2025-03-08 18:25:00,2025-03-08 18:45:00,33.86254874881311,10.039212966774333,Completed,23.22,18,5
1235,691,147,,13,2025-03-22 18:18:00,2025-03-22 18:33:00,36.78412956642228,10.148071515371116,Completed,30.39,33,13
1236,2456,88,1144,3,2025-01-22 21:37:44,2025-01-22 21:51:44,35.78231750848922,10.608880555355123,Completed,10.79,26,20
1237,2846,30,424,78,2025-01-13 13:05:28,2025-01-13 13:21:28,36.83545149789862,10.143010073233368,Completed,11.15,49,23
1238,3062,92,,59,2025-03-19 18:35:34,2025-03-19 18:49:34,34.777645884581496,10.798547719691127,Completed,41.84,28,17
1239,1527,172,,52,2025-02-03 12:34:21,2025-02-03 12:51:21,34.38544843307396,8.74652404230549,Completed,44.13,17,6
1240,106,118,3106,14,2025-02-27 21:53:19,2025-02-27 22:03:19,36.80309780119402,10.160097741524472,Completed,33.89,23,23
1241,3423,161,524,64,2025-01-19 19:25:54,2025-01-19 19:41:54,36.44133778716592,10.747167549034899,Completed,16.2,18,16
1242,3977,195,,73,2025-02-12 13:44:51,2025-02-12 14:00:51,36.720047475721174,9.17327487780494,Completed,41.22,24,2
1243,4689,112,,37,2025-03-17 08:11:54,2025-03-17 08:26:54,36.80237426015413,10.180221336864188,Completed,11.2,21,23
1244,2141,11,,53,2025-03-19 12:13:22,2025-03-19 12:23:22,36.857838638687774,10.17373768561163,Completed,27.85,36,1
1245,3177,151,3785,20,2025-02-02 17:19:22,2025-02-02 17:31:22,35.65784533806234,10.127789042237769,Completed,49.23,25,8
1246,2881,159,,55,2025-01-21 18:31:36,2025-01-21 18:47:36,36.40602979387247,10.1106600358262,Completed,42.27,20,24
1247,3330,116,,24,2025-02-08 18:22:38,2025-02-08 18:38:38,36.49008631999703,10.745856905620672,Completed,13.17,19,16
1248,93,59,,70,2025-03-05 12:20:17,2025-03-05 12:36:17,36.77294700261128,10.191570395701993,Completed,49.78,28,23
1249,745,110,2351,67,2025-01-06 13:49:01,2025-01-06 14:05:01,36.83971928772488,10.209335590951426,Completed,28.24,20,23
1250,1570,195,,73,2025-02-03 13:54:13,2025-02-03 14:11:13,36.71546568315544,9.180153426997082,Cancelled,10.51,21,2
1251,3559,20,,95,2025-02-14 16:51:56,2025-02-14 17:03:56,35.22098866574213,8.79153323802178,Completed,23.4,33,9
1252,2533,104,,74,2025-03-17 17:26:00,2025-03-17 17:38:00,36.47022342517249,10.7088673806024,Completed,14.42,24,16
1253,4910,33,2331,28,2025-03-10 11:18:34,2025-03-10 11:32:34,36.78904249154661,10.174023654235809,Cancelled,27.85,32,23
1254,2842,2,1443,29,2025-02-18 19:53:43,2025-02-18 20:09:43,34.72158624708468,10.796775106166493,Cancelled,309.42,31,17
1255,4657,146,,15,2025-02-26 12:12:20,2025-02-26 12:30:20,32.948266293812566,10.49279742063275,Completed,48.97,23,21
1256,2003,187,,18,2025-01-19 21:54:00,2025-01-19 22:04:00,35.79902267405008,10.589384257476352,Completed,49.56,30,20
1257,1337,178,,96,2025-02-18 19:53:01,2025-02-18 20:06:01,36.844682978191216,10.224839463023475,Completed,25.65,15,23
1258,1880,146,2427,3,2025-02-11 13:55:23,2025-02-11 14:07:23,32.94148286406611,10.489871617277373,Completed,37.79,33,21
1259,2124,10,2088,50,2025-01-23 13:28:35,2025-01-23 13:47:35,34.74045208135671,10.79097102657623,Cancelled,43.26,24,17
1260,502,134,305,35,2025-01-16 11:43:11,2025-01-16 11:55:11,36.80385104303306,10.168557372607443,Completed,37.07,32,13
1261,4991,111,,62,2025-01-05 12:59:25,2025-01-05 13:18:25,34.74402355097339,10.756141208191044,Completed,27.56,31,17
1262,1125,170,,7,2025-01-10 16:42:24,2025-01-10 16:59:24,36.761031143796785,10.203870783441758,Completed,38.29,25,23
1263,2161,86,,100,2025-02-02 19:12:38,2025-02-02 19:31:38,36.80166301168296,10.263123422941966,Completed,41.58,28,3
1264,2382,126,,86,2025-03-04 17:45:29,2025-03-04 17:55:29,35.78811161106153,10.59665836609087,Completed,46.38,26,20
1265,1417,78,,84,2025-01-31 09:02:01,2025-01-31 09:17:01,35.198029068199624,8.824665402064602,Completed,36.39,22,9
1266,1830,109,827,58,2025-03-19 14:36:04,2025-03-19 14:51:04,36.75970434070378,10.14185218506225,Cancelled,47.3,28,23
1267,1027,161,4781,81,2025-03-02 19:28:27,2025-03-02 19:44:27,36.439692816864955,10.764731497616905,Completed,48.46,41,16
1268,1168,126,,3,2025-02-28 13:40:21,2025-02-28 13:57:21,35.79603218177956,10.578372078952471,Completed,40.35,28,20
1269,2243,174,,35,2025-03-21 19:28:25,2025-03-21 19:46:25,36.78602181540104,10.170112507002619,Completed,43.64,27,13
1270,2190,79,546,32,2025-02-15 13:57:59,2025-02-15 14:09:59,36.50468310674276,8.82424818082926,Completed,46.2,26,7
1271,2592,144,,2,2025-02-09 13:01:13,2025-02-09 13:18:13,33.96843951187894,8.168257624885829,Completed,20.1,23,22
1272,1533,8,,7,2025-01-04 18:44:51,2025-01-04 19:03:51,36.81093842730049,10.21239181227565,Completed,22.52,21,23
1273,4843,104,,79,2025-01-31 18:05:07,2025-01-31 18:24:07,36.48494877496753,10.723512593600748,Cancelled,36.28,22,16
1274,4473,78,,39,2025-03-25 12:09:20,2025-03-25 12:28:20,35.195817924642085,8.827897229911878,Completed,34.59,24,9
1275,1188,57,1915,87,2025-03-09 19:45:37,2025-03-09 19:56:37,36.70000855602055,10.180095724880552,Completed,20.58,26,3
