item_id,restaurant_id,item_name,item_category,item_price,available_quantity
611,61,Ice Cream Sundae,Dessert,8.96,86
612,61,Fresh Juice,Drinks,3.46,82
613,62,Veggie Pizza,Casual,22.16,71
614,62,Cheesecake,Dessert,5.79,28
615,62,Veggie Pizza,Casual,21.67,59
616,62,Cheese Burger,Fast Food,12.56,76
617,62,Smoothie,Drinks,5.56,95
618,62,Pepperoni Pizza,Casual,27.21,15
619,62,Classic Burger,Fast Food,5.12,46
620,62,Chocolate Cake,Dessert,6.9,80
621,62,Ice Cream Sundae,Dessert,,82
622,62,Veggie Burger,Fast Food,14.26,47
623,63,BBQ Chicken Pizza,Casual,17.02,88
624,63,Pepperoni Pizza,Casual,28.65,62
625,63,Cheesecake,Dessert,9.39,34
626,63,Fruit Tart,Dessert,9.53,84
627,63,Chawarma,Fast Food,6.56,33
628,63,Chawarma,Fast Food,10.25,81
629,63,Smoothie,Drinks,5.03,80
630,63,BBQ Chicken Pizza,Casual,21.98,64
631,63,Margherita Pizza,Casual,22.03,38
632,63,BBQ Chicken Pizza,Casual,21.18,82
633,63,Lemonade,Drinks,3.96,52
634,64,Makloub,Fast Food,8.64,15
635,64,Iced Tea,Drinks,2.94,88
636,64,Cheese Burger,Fast Food,,66
637,64,Pepperoni Pizza,Casual,17.21,55
638,64,BBQ Chicken Pizza,Casual,20.18,59
639,65,Libanais,Fast Food,11.71,54
640,65,Lemonade,Drinks,4.75,50
641,65,BBQ Chicken Pizza,Casual,27.02,50
642,65,Kebab,Fast Food,5.34,74
643,65,Chocolate Cake,Dessert,8.56,35
644,65,Libanais,Fast Food,8.92,89
645,65,Iced Tea,Drinks,3.3,89
646,65,Chocolate Cake,Dessert,8.7,13
647,66,Veggie Burger,Fast Food,9.09,63
648,66,Iced Tea,Drinks,2.77,23
649,66,Fruit Tart,Dessert,7.76,13
650,66,BBQ Chicken Pizza,Casual,22.81,52
651,66,BBQ Chicken Pizza,Casual,27.21,29
652,66,Makloub,Fast Food,12.25,31
653,66,Chocolate Cake,Dessert,5.52,40
654,66,Chawarma,Fast Food,10.66,77
655,66,Cheesecake,Dessert,,81
656,66,Cheesecake,Dessert,7.13,76
657,67,Lemonade,Drinks,5.21,64
658,67,Fruit Tart,Dessert,,61
659,67,Lemonade,Drinks,7.6,82
660,67,Fruit Tart,Dessert,8.68,51
661,67,Chocolate Cake,Dessert,6.59,91
662,67,Lemonade,Drinks,2.79,11
663,68,Chicken Burger,Fast Food,13.25,78
664,68,Classic Burger,Fast Food,14.12,51
665,68,Iced Tea,Drinks,4.91,47
666,68,Fruit Tart,Dessert,5.23,12
667,68,Veggie Pizza,Casual,15.25,46
668,68,Libanais,Fast Food,9.67,48
669,68,Margherita Pizza,Casual,15.21,95
670,68,Chawarma,Fast Food,13.22,21
671,68,Ice Cream Sundae,Dessert,9.85,21
672,69,Chocolate Cake,Dessert,7.2,93
673,69,Chocolate Cake,Dessert,,49
674,69,Ice Cream Sundae,Dessert,,92
675,69,Pepperoni Pizza,Casual,15.35,83
676,69,Chawarma,Fast Food,12.9,89
677,69,Veggie Pizza,Casual,20.22,99
678,69,Veggie Burger,Fast Food,8.94,81
679,69,BBQ Chicken Pizza,Casual,17.1,31
680,70,Ice Cream Sundae,Dessert,9.58,22
681,70,Fresh Juice,Drinks,3.33,54
682,70,Makloub,Fast Food,11.68,43
683,70,Fruit Tart,Dessert,6.24,87
684,70,Classic Burger,Fast Food,7.6,37
685,70,Makloub,Fast Food,13.73,80
686,70,Lemonade,Drinks,7.05,23
687,70,Chocolate Cake,Dessert,6.88,66
688,70,Kebab,Fast Food,7.11,73
689,71,Chawarma,Fast Food,14.59,81
690,71,Veggie Burger,Fast Food,7.3,90
691,71,Fruit Tart,Dessert,8.4,80
692,71,Libanais,Fast Food,8.81,51
693,71,Fruit Tart,Dessert,5.77,66
694,72,Chicken Burger,Fast Food,7.19,23
695,72,BBQ Chicken Pizza,Casual,22.51,60
696,72,Pepperoni Pizza,Casual,29.16,84
697,72,Fruit Tart,Dessert,8.19,49
698,72,Smoothie,Drinks,5.33,90
699,72,Fresh Juice,Drinks,3.39,38
700,72,Libanais,Fast Food,5.94,64
701,72,Makloub,Fast Food,14.38,20
702,73,Fruit Tart,Dessert,7.09,14
703,73,Ice Cream Sundae,Dessert,6.85,65
704,73,Ice Cream Sundae,Dessert,8.41,74
705,73,BBQ Chicken Pizza,Casual,19.29,57
706,73,Chocolate Cake,Dessert,9.2,24
707,73,BBQ Chicken Pizza,Casual,18.81,74
708,73,Lemonade,Drinks,5.62,80
709,73,BBQ Chicken Pizza,Casual,20.88,51
710,73,Veggie Pizza,Casual,27.25,95
711,74,Tacos,Fast Food,11.76,49
712,74,Smoothie,Drinks,7.36,10
713,74,BBQ Chicken Pizza,Casual,17.86,34
714,74,Cheesecake,Dessert,6.71,21
715,74,Pepperoni Pizza,Casual,21.45,29
716,74,Veggie Burger,Fast Food,14.39,98
717,74,Ice Cream Sundae,Dessert,5.04,95
718,74,Ice Cream Sundae,Dessert,9.35,90
719,74,Cheesecake,Dessert,6.7,57
720,74,Fresh Juice,Drinks,3.64,77
721,74,Margherita Pizza,Casual,22.06,29
722,75,Pepperoni Pizza,Casual,25.38,33
723,75,BBQ Chicken Pizza,Casual,16.58,41
724,75,BBQ Chicken Pizza,Casual,21.77,41
725,75,BBQ Chicken Pizza,Casual,21.71,64
726,75,Smoothie,Drinks,5.69,74
727,75,Makloub,Fast Food,10.37,67
728,75,Smoothie,Drinks,2.91,83
729,75,Ice Cream Sundae,Dessert,5.97,19
730,75,BBQ Chicken Pizza,Casual,24.56,73
731,75,BBQ Chicken Pizza,Casual,18.91,87
732,75,Libanais,Fast Food,11.49,66
733,76,Pepperoni Pizza,Casual,,19
734,76,Fresh Juice,Drinks,6.27,36
735,76,Tacos,Fast Food,5.15,41
736,76,Chocolate Cake,Dessert,7.77,78
737,76,Pepperoni Pizza,Casual,24.81,95
738,76,Kebab,Fast Food,,60
739,76,Smoothie,Drinks,2.07,41
740,76,Iced Tea,Drinks,7.21,86
741,76,Veggie Pizza,Casual,16.08,55
742,76,Cheesecake,Dessert,7.72,22
743,76,Fruit Tart,Dessert,9.05,50
744,76,Classic Burger,Fast Food,12.75,11
745,76,Iced Tea,Drinks,4.28,17
746,76,Fruit Tart,Dessert,,28
747,76,Iced Tea,Drinks,3.87,73
748,77,Pepperoni Pizza,Casual,29.39,23
749,77,BBQ Chicken Pizza,Casual,16.49,41
750,77,Chocolate Cake,Dessert,5.63,17
751,77,Chocolate Cake,Dessert,9.33,88
752,77,Fresh Juice,Drinks,6.25,77
753,77,Classic Burger,Fast Food,11.12,92
754,77,Cheesecake,Dessert,7.11,60
755,77,Smoothie,Drinks,,78
756,77,BBQ Chicken Pizza,Casual,26.44,81
757,77,Margherita Pizza,Casual,21.64,38
758,77,Iced Tea,Drinks,6.12,68
759,77,Makloub,Fast Food,10.79,34
760,77,Chicken Burger,Fast Food,,16
761,78,Iced Tea,Drinks,2.24,10
762,78,Veggie Pizza,Casual,22.7,51
763,78,Iced Tea,Drinks,3.01,39
764,78,Libanais,Fast Food,6.53,36
765,78,Pepperoni Pizza,Casual,25.06,32
766,78,Ice Cream Sundae,Dessert,,47
767,78,Veggie Pizza,Casual,28.25,47
768,78,Margherita Pizza,Casual,21.03,49
769,78,Ice Cream Sundae,Dessert,5.26,70
770,78,Veggie Pizza,Casual,18.25,62
771,79,BBQ Chicken Pizza,Casual,20.39,91
772,79,Chocolate Cake,Dessert,9.59,79
773,79,BBQ Chicken Pizza,Casual,15.2,73
774,79,Fresh Juice,Drinks,2.33,34
775,79,Tacos,Fast Food,5.95,19
776,79,Veggie Pizza,Casual,25.6,10
777,79,Cheesecake,Dessert,5.55,57
778,79,Lemonade,Drinks,2.69,20
779,79,Fruit Tart,Dessert,,89
780,79,Pepperoni Pizza,Casual,15.11,65
781,79,Pepperoni Pizza,Casual,20.75,97
782,79,Margherita Pizza,Casual,26.15,26
783,79,Lemonade,Drinks,3.36,24
784,79,Fresh Juice,Drinks,7.42,29
785,80,Classic Burger,Fast Food,5.86,67
786,80,Makloub,Fast Food,14.21,42
787,80,Libanais,Fast Food,11.04,91
788,80,Chocolate Cake,Dessert,7.99,100
789,80,Classic Burger,Fast Food,12.57,52
790,80,Lemonade,Drinks,3.4,55
791,80,BBQ Chicken Pizza,Casual,20.47,57
792,80,Tacos,Fast Food,7.39,33
793,81,Veggie Burger,Fast Food,5.28,100
794,81,BBQ Chicken Pizza,Casual,16.47,60
795,81,Smoothie,Drinks,2.13,47
796,81,Pepperoni Pizza,Casual,21.69,66
797,81,Chocolate Cake,Dessert,7.9,57
798,81,Fresh Juice,Drinks,3.15,26
799,81,Lemonade,Drinks,6.07,54
800,81,BBQ Chicken Pizza,Casual,19.74,69
801,81,Chawarma,Fast Food,10.54,41
802,82,Fresh Juice,Drinks,7.74,21
803,82,Makloub,Fast Food,7.63,30
804,82,Ice Cream Sundae,Dessert,9.43,63
805,82,Iced Tea,Drinks,6.04,36
806,82,Fresh Juice,Drinks,4.82,43
807,82,Classic Burger,Fast Food,9.02,51
808,83,Chocolate Cake,Dessert,7.38,10
809,83,Veggie Pizza,Casual,,25
810,83,Tacos,Fast Food,14.06,69
811,83,Chawarma,Fast Food,11.5,14
812,83,Cheese Burger,Fast Food,9.52,78
813,83,Margherita Pizza,Casual,22.84,93
814,83,Tacos,Fast Food,14.38,50
815,83,Lemonade,Drinks,7.03,43
816,83,Classic Burger,Fast Food,5.64,93
817,84,Cheesecake,Dessert,8.61,100
818,84,Iced Tea,Drinks,2.45,63
819,84,Cheesecake,Dessert,8.44,48
820,84,Cheese Burger,Fast Food,14.99,50
821,84,Fruit Tart,Dessert,5.72,77
822,84,Pepperoni Pizza,Casual,27.64,92
823,84,Smoothie,Drinks,2.44,20
824,84,Smoothie,Drinks,3.35,86
825,84,Chocolate Cake,Dessert,6.69,29
826,84,Veggie Pizza,Casual,21.34,50
827,85,Tacos,Fast Food,7.57,34
828,85,Margherita Pizza,Casual,26.28,44
829,85,Chocolate Cake,Dessert,8.9,92
830,85,Chocolate Cake,Dessert,9.41,70
831,85,Veggie Burger,Fast Food,7.91,64
832,85,Margherita Pizza,Casual,15.18,73
833,85,Tacos,Fast Food,10.77,97
834,86,Lemonade,Drinks,5.34,77
835,86,Margherita Pizza,Casual,25.43,51
836,86,Ice Cream Sundae,Dessert,9.19,40
837,86,Veggie Pizza,Casual,20.57,93
838,86,Iced Tea,Drinks,5.62,14
839,86,Chawarma,Fast Food,8.6,56
840,86,Margherita Pizza,Casual,27.63,71
841,86,Chocolate Cake,Dessert,5.02,82
842,86,BBQ Chicken Pizza,Casual,,24
843,86,Fruit Tart,Dessert,8.48,44
844,87,Libanais,Fast Food,5.21,94
845,87,Chocolate Cake,Dessert,7.42,83
846,87,Margherita Pizza,Casual,21.7,29
847,87,Lemonade,Drinks,4.38,36
848,87,Veggie Pizza,Casual,29.1,22
849,87,Libanais,Fast Food,5.35,98
850,87,Iced Tea,Drinks,5.08,88
851,87,Kebab,Fast Food,14.97,93
852,87,Chawarma,Fast Food,7.01,25
853,87,Margherita Pizza,Casual,23.74,87
854,87,Pepperoni Pizza,Casual,28.21,36
855,87,Margherita Pizza,Casual,20.85,73
856,87,Veggie Pizza,Casual,,98
857,87,Veggie Pizza,Casual,28.38,25
858,87,Iced Tea,Drinks,6.2,43
859,88,Veggie Pizza,Casual,22.45,100
860,88,Iced Tea,Drinks,3.89,72
861,88,BBQ Chicken Pizza,Casual,17.7,22
862,88,Cheesecake,Dessert,,42
863,88,Margherita Pizza,Casual,18.58,71
864,88,Chocolate Cake,Dessert,7.54,18
865,89,Cheesecake,Dessert,9.89,94
866,89,Cheesecake,Dessert,9.23,52
867,89,Margherita Pizza,Casual,23.62,55
868,89,Lemonade,Drinks,7.81,87
869,89,BBQ Chicken Pizza,Casual,26.76,72
870,89,BBQ Chicken Pizza,Casual,21.81,38
871,89,Chawarma,Fast Food,12.85,19
872,89,Pepperoni Pizza,Casual,19.81,23
873,89,Veggie Burger,Fast Food,5.51,13
874,89,Smoothie,Drinks,7.67,96
875,89,Chicken Burger,Fast Food,9.05,83
876,89,Ice Cream Sundae,Dessert,9.38,31
877,89,Pepperoni Pizza,Casual,16.89,39
878,89,Margherita Pizza,Casual,26.78,77
879,90,Fresh Juice,Drinks,6.54,83
880,90,Cheesecake,Dessert,9.17,41
881,90,Fresh Juice,Drinks,7.85,81
882,90,Iced Tea,Drinks,3.02,38
883,90,Chawarma,Fast Food,12.41,33
884,90,BBQ Chicken Pizza,Casual,22.74,89
885,90,BBQ Chicken Pizza,Casual,16.6,39
886,90,Tacos,Fast Food,8.02,86
887,90,Margherita Pizza,Casual,24.57,93
888,90,Iced Tea,Drinks,2.57,36
889,91,Makloub,Fast Food,8.96,49
890,91,Ice Cream Sundae,Dessert,7.2,72
891,91,Classic Burger,Fast Food,7.33,55
892,91,Cheesecake,Dessert,9.59,80
893,91,Cheese Burger,Fast Food,5.27,81
894,91,Pepperoni Pizza,Casual,19.83,27
895,91,Fruit Tart,Dessert,9.88,31
896,91,Fruit Tart,Dessert,6.1,18
897,91,Fruit Tart,Dessert,5.5,40
898,91,Margherita Pizza,Casual,15.24,62
899,91,Lemonade,Drinks,7.34,99
900,91,Iced Tea,Drinks,3.4,22
901,92,Chawarma,Fast Food,14.99,85
902,92,Ice Cream Sundae,Dessert,5.13,41
903,92,Iced Tea,Drinks,7.05,42
904,92,Veggie Burger,Fast Food,11.23,69
905,92,Veggie Burger,Fast Food,11.31,37
906,92,Chawarma,Fast Food,10.38,27
907,92,Classic Burger,Fast Food,14.2,76
908,92,Margherita Pizza,Casual,27.1,60
909,92,Veggie Pizza,Casual,25.39,26
910,92,Fruit Tart,Dessert,9.66,41
911,92,Veggie Pizza,Casual,28.81,17
912,92,Smoothie,Drinks,5.45,87
913,92,Libanais,Fast Food,7.19,66
914,92,Chicken Burger,Fast Food,,67
915,93,Libanais,Fast Food,13.13,87
916,93,Veggie Burger,Fast Food,14.75,51
917,93,Kebab,Fast Food,11.04,63
918,93,Ice Cream Sundae,Dessert,6.63,100
919,93,Fresh Juice,Drinks,4.68,47
920,93,Margherita Pizza,Casual,18.9,91
921,93,Chocolate Cake,Dessert,9.61,98
922,94,Fruit Tart,Dessert,9.93,11
923,94,Margherita Pizza,Casual,20.9,73
924,94,Cheesecake,Dessert,,13
925,94,Veggie Burger,Fast Food,13.64,20
926,94,Chocolate Cake,Dessert,8.15,16
927,94,Lemonade,Drinks,,19
928,94,Ice Cream Sundae,Dessert,6.8,76
929,94,Chocolate Cake,Dessert,5.07,47
930,94,Classic Burger,Fast Food,9.12,55
931,94,Fruit Tart,Dessert,8.96,47
932,94,Smoothie,Drinks,4.44,46
933,94,Veggie Pizza,Casual,17.02,66
934,94,Fresh Juice,Drinks,3.15,15
935,94,Smoothie,Drinks,2.54,74
936,94,Chicken Burger,Fast Food,6.07,59
937,95,Veggie Pizza,Casual,25.13,57
938,95,Chocolate Cake,Dessert,5.54,12
939,95,Fresh Juice,Drinks,3.54,90
940,95,Smoothie,Drinks,6.82,94
941,95,Iced Tea,Drinks,7.0,22
942,95,Veggie Burger,Fast Food,6.56,41
943,95,Tacos,Fast Food,5.58,56
944,95,Fruit Tart,Dessert,7.55,47
945,95,Fruit Tart,Dessert,6.41,92
946,95,Veggie Pizza,Casual,16.26,95
947,96,Pepperoni Pizza,Casual,26.59,21
948,96,BBQ Chicken Pizza,Casual,19.08,97
949,96,Fruit Tart,Dessert,7.98,100
950,96,BBQ Chicken Pizza,Casual,19.87,83
951,96,Makloub,Fast Food,7.99,77
952,96,Chocolate Cake,Dessert,7.87,49
953,96,Smoothie,Drinks,7.18,42
954,96,Iced Tea,Drinks,6.77,29
955,96,Fruit Tart,Dessert,8.22,71
956,96,BBQ Chicken Pizza,Casual,24.58,71
957,96,Smoothie,Drinks,4.82,36
958,96,Fresh Juice,Drinks,3.65,28
959,96,Chocolate Cake,Dessert,9.28,68
960,97,Iced Tea,Drinks,5.43,49
961,97,Lemonade,Drinks,4.6,98
962,97,Fresh Juice,Drinks,2.49,25
963,97,Veggie Pizza,Casual,27.58,26
964,97,Cheesecake,Dessert,7.18,84
965,97,Fresh Juice,Drinks,4.13,67
966,98,Classic Burger,Fast Food,13.46,65
967,98,BBQ Chicken Pizza,Casual,24.92,45
968,98,Lemonade,Drinks,7.5,24
969,98,Chocolate Cake,Dessert,7.25,69
970,98,Chicken Burger,Fast Food,14.96,12
971,98,Libanais,Fast Food,7.82,89
972,98,Chocolate Cake,Dessert,8.92,98
973,98,Fruit Tart,Dessert,5.66,59
974,98,BBQ Chicken Pizza,Casual,28.6,80
975,98,Ice Cream Sundae,Dessert,6.68,95
976,99,Lemonade,Drinks,7.64,96
977,99,Iced Tea,Drinks,4.03,44
978,99,Margherita Pizza,Casual,29.74,13
979,99,Cheesecake,Dessert,8.43,30
980,99,Lemonade,Drinks,5.75,99
981,99,BBQ Chicken Pizza,Casual,19.9,74
982,99,Fresh Juice,Drinks,5.33,44
983,99,BBQ Chicken Pizza,Casual,15.34,62
984,99,Fresh Juice,Drinks,3.12,69
985,99,Smoothie,Drinks,3.03,86
986,99,Cheesecake,Dessert,5.23,71
987,99,Fresh Juice,Drinks,3.34,73
988,99,Smoothie,Drinks,4.95,63
989,99,Chocolate Cake,Dessert,6.95,97
990,99,Smoothie,Drinks,,97
991,100,Veggie Pizza,Casual,20.16,22
992,100,Fresh Juice,Drinks,5.68,77
993,100,Tacos,Fast Food,6.42,16
994,100,Fresh Juice,Drinks,,18
995,100,Pepperoni Pizza,Casual,26.24,84
996,100,Chicken Burger,Fast Food,12.71,48
997,100,Pepperoni Pizza,Casual,21.48,32
998,100,Ice Cream Sundae,Dessert,5.02,99
999,100,Smoothie,Drinks,5.68,25
1000,100,Veggie Pizza,Casual,18.94,41
1001,100,Cheese Burger,Fast Food,10.53,86
1002,100,Makloub,Fast Food,8.57,54
1003,101,Chicken Burger,Fast Food,,34
1004,101,Margherita Pizza,Casual,24.04,59
1005,101,Lemonade,Drinks,3.52,37
1006,101,Cheesecake,Dessert,6.04,71
1007,101,Ice Cream Sundae,Dessert,7.65,48
1008,101,Iced Tea,Drinks,4.88,49
1009,102,Chocolate Cake,Dessert,5.05,32
1010,102,Lemonade,Drinks,6.1,20
1011,102,Iced Tea,Drinks,4.41,55
1012,102,Libanais,Fast Food,6.58,66
1013,102,Veggie Pizza,Casual,24.82,49
1014,102,BBQ Chicken Pizza,Casual,29.31,69
1015,102,Iced Tea,Drinks,7.28,77
1016,102,Chocolate Cake,Dessert,9.28,65
1017,102,Iced Tea,Drinks,4.88,73
1018,102,Fresh Juice,Drinks,2.11,58
1019,102,BBQ Chicken Pizza,Casual,29.36,58
1020,102,Cheesecake,Dessert,6.41,50
1021,102,Iced Tea,Drinks,5.08,28
1022,102,Makloub,Fast Food,,19
1023,102,Tacos,Fast Food,10.67,27
1024,103,Cheesecake,Dessert,6.24,17
1025,103,BBQ Chicken Pizza,Casual,22.94,22
1026,103,Fruit Tart,Dessert,6.79,13
1027,103,Veggie Burger,Fast Food,14.03,94
1028,103,Classic Burger,Fast Food,12.19,75
1029,103,Ice Cream Sundae,Dessert,9.22,21
1030,103,BBQ Chicken Pizza,Casual,15.69,99
1031,103,Tacos,Fast Food,6.91,67
1032,103,Fruit Tart,Dessert,9.01,39
1033,103,Chicken Burger,Fast Food,12.06,99
1034,103,Iced Tea,Drinks,3.42,86
1035,103,Fresh Juice,Drinks,7.31,10
1036,103,Makloub,Fast Food,9.14,19
1037,103,Pepperoni Pizza,Casual,25.16,43
1038,104,Chawarma,Fast Food,10.24,52
1039,104,Fruit Tart,Dessert,5.27,93
1040,104,Chocolate Cake,Dessert,6.35,53
1041,104,Makloub,Fast Food,5.83,81
1042,104,Classic Burger,Fast Food,8.39,20
1043,105,Margherita Pizza,Casual,23.58,51
1044,105,Fresh Juice,Drinks,2.91,61
1045,105,Veggie Pizza,Casual,29.72,73
1046,105,Lemonade,Drinks,7.08,42
1047,105,Fruit Tart,Dessert,7.36,11
1048,105,Cheesecake,Dessert,7.0,43
1049,105,Chawarma,Fast Food,7.63,98
1050,105,Fresh Juice,Drinks,6.56,53
1051,105,Chocolate Cake,Dessert,5.8,73
1052,105,Cheese Burger,Fast Food,10.58,22
1053,106,Libanais,Fast Food,5.21,19
1054,106,Smoothie,Drinks,4.94,81
1055,106,BBQ Chicken Pizza,Casual,23.23,51
1056,106,Makloub,Fast Food,7.9,48
1057,106,Cheesecake,Dessert,9.62,28
1058,106,Lemonade,Drinks,2.11,78
1059,106,Libanais,Fast Food,5.65,25
1060,106,BBQ Chicken Pizza,Casual,24.87,32
1061,106,Smoothie,Drinks,7.68,66
1062,106,Makloub,Fast Food,5.63,82
1063,106,Makloub,Fast Food,14.07,10
1064,107,Fresh Juice,Drinks,2.06,64
1065,107,Makloub,Fast Food,8.6,70
1066,107,Pepperoni Pizza,Casual,24.76,69
1067,107,Lemonade,Drinks,6.1,50
1068,107,Chocolate Cake,Dessert,8.92,51
1069,107,Classic Burger,Fast Food,9.32,20
1070,107,Smoothie,Drinks,2.67,78
1071,107,Classic Burger,Fast Food,14.13,80
1072,107,Cheesecake,Dessert,9.87,56
1073,107,Lemonade,Drinks,5.75,71
1074,107,Fresh Juice,Drinks,4.93,98
1075,107,Chicken Burger,Fast Food,6.77,39
1076,108,Makloub,Fast Food,14.51,85
1077,108,Margherita Pizza,Casual,21.79,32
1078,108,Fruit Tart,Dessert,5.98,69
1079,108,Chocolate Cake,Dessert,8.39,23
1080,108,Margherita Pizza,Casual,23.76,44
1081,108,Fruit Tart,Dessert,8.87,85
1082,108,Cheese Burger,Fast Food,12.74,53
1083,108,Iced Tea,Drinks,3.3,22
1084,108,Kebab,Fast Food,6.49,72
1085,109,Cheese Burger,Fast Food,13.75,31
1086,109,Chawarma,Fast Food,9.58,38
1087,109,Ice Cream Sundae,Dessert,9.42,89
1088,109,Libanais,Fast Food,9.38,58
1089,109,Chawarma,Fast Food,6.52,83
1090,109,Smoothie,Drinks,4.38,34
1091,109,Fresh Juice,Drinks,4.16,58
1092,109,Iced Tea,Drinks,6.86,89
1093,109,Pepperoni Pizza,Casual,19.14,15
1094,109,Chawarma,Fast Food,5.18,66
1095,109,Iced Tea,Drinks,7.44,81
1096,109,Fresh Juice,Drinks,5.21,35
1097,109,Chocolate Cake,Dessert,9.91,91
1098,109,Chawarma,Fast Food,10.4,75
1099,109,Cheesecake,Dessert,8.78,82
1100,110,Classic Burger,Fast Food,5.62,99
1101,110,Fruit Tart,Dessert,,78
1102,110,Fresh Juice,Drinks,5.39,97
1103,110,BBQ Chicken Pizza,Casual,26.95,46
1104,110,Fruit Tart,Dessert,9.89,91
1105,110,Cheesecake,Dessert,7.35,26
1106,110,Fresh Juice,Drinks,4.73,43
1107,110,Chocolate Cake,Dessert,5.02,16
1108,111,Cheese Burger,Fast Food,10.45,51
1109,111,Smoothie,Drinks,3.26,79
1110,111,Kebab,Fast Food,9.85,13
1111,111,Iced Tea,Drinks,5.01,10
1112,111,Iced Tea,Drinks,3.34,11
1113,111,Cheesecake,Dessert,6.8,50
1114,111,Chocolate Cake,Dessert,6.65,42
1115,111,Fresh Juice,Drinks,4.63,75
1116,111,Smoothie,Drinks,,56
1117,111,Veggie Burger,Fast Food,11.22,98
1118,112,Chocolate Cake,Dessert,6.79,21
1119,112,Chocolate Cake,Dessert,9.84,10
1120,112,Smoothie,Drinks,2.25,45
1121,112,Chocolate Cake,Dessert,7.9,37
1122,112,Pepperoni Pizza,Casual,25.5,28
1123,112,Smoothie,Drinks,5.07,88
1124,113,Chicken Burger,Fast Food,6.78,36
1125,113,Chawarma,Fast Food,8.67,35
1126,113,Fresh Juice,Drinks,2.89,25
1127,113,BBQ Chicken Pizza,Casual,27.68,88
1128,113,Chicken Burger,Fast Food,10.35,18
1129,113,BBQ Chicken Pizza,Casual,19.31,34
1130,113,Smoothie,Drinks,4.57,96
1131,113,Margherita Pizza,Casual,28.52,50
1132,114,Ice Cream Sundae,Dessert,7.76,25
1133,114,Chocolate Cake,Dessert,7.92,23
1134,114,Fruit Tart,Dessert,8.95,23
1135,114,Lemonade,Drinks,6.69,40
1136,114,Chicken Burger,Fast Food,7.81,36
1137,114,Pepperoni Pizza,Casual,22.88,40
1138,114,Chawarma,Fast Food,,28
1139,114,Chocolate Cake,Dessert,8.57,29
1140,114,Fresh Juice,Drinks,2.15,49
1141,114,BBQ Chicken Pizza,Casual,21.43,48
1142,114,Fresh Juice,Drinks,5.91,59
1143,114,Chicken Burger,Fast Food,9.77,74
1144,114,Lemonade,Drinks,5.02,55
1145,114,BBQ Chicken Pizza,Casual,15.87,81
1146,115,Pepperoni Pizza,Casual,27.82,82
1147,115,Fresh Juice,Drinks,6.78,84
1148,115,Veggie Pizza,Casual,15.76,97
1149,115,Smoothie,Drinks,6.15,60
1150,115,Margherita Pizza,Casual,,74
1151,115,Iced Tea,Drinks,5.16,97
1152,115,Margherita Pizza,Casual,23.17,83
1153,115,Fresh Juice,Drinks,,61
1154,115,Chicken Burger,Fast Food,5.47,30
1155,115,Cheesecake,Dessert,6.33,51
1156,115,Chawarma,Fast Food,5.75,67
1157,115,Pepperoni Pizza,Casual,16.51,88
1158,115,Lemonade,Drinks,,25
1159,116,Kebab,Fast Food,10.59,10
1160,116,Ice Cream Sundae,Dessert,7.65,68
1161,116,Makloub,Fast Food,10.34,34
1162,116,Fruit Tart,Dessert,6.59,58
1163,116,Iced Tea,Drinks,3.1,37
1164,117,Chawarma,Fast Food,12.48,63
1165,117,Chocolate Cake,Dessert,8.2,83
1166,117,Smoothie,Drinks,2.15,73
1167,117,Veggie Burger,Fast Food,6.73,92
1168,117,Cheesecake,Dessert,5.63,77
1169,117,Fresh Juice,Drinks,7.37,52
1170,118,Fresh Juice,Drinks,6.4,35
1171,118,Makloub,Fast Food,14.73,25
1172,118,Smoothie,Drinks,2.83,71
1173,118,Ice Cream Sundae,Dessert,9.18,73
1174,118,BBQ Chicken Pizza,Casual,27.11,55
1175,118,Lemonade,Drinks,2.19,49
1176,118,Tacos,Fast Food,12.15,61
1177,118,Chocolate Cake,Dessert,6.66,67
1178,118,Fruit Tart,Dessert,5.69,86
1179,118,Smoothie,Drinks,4.06,26
1180,119,Ice Cream Sundae,Dessert,6.67,64
1181,119,Lemonade,Drinks,3.07,87
1182,119,Tacos,Fast Food,14.83,63
1183,119,Smoothie,Drinks,,95
1184,119,Cheese Burger,Fast Food,12.74,23
1185,119,Pepperoni Pizza,Casual,28.86,39
1186,119,Iced Tea,Drinks,5.7,35
1187,119,Iced Tea,Drinks,5.88,42
1188,119,Lemonade,Drinks,4.47,65
1189,119,Classic Burger,Fast Food,9.01,73
1190,120,Kebab,Fast Food,7.01,93
1191,120,Makloub,Fast Food,10.8,62
1192,120,BBQ Chicken Pizza,Casual,20.48,92
1193,120,Fresh Juice,Drinks,2.46,64
1194,120,Smoothie,Drinks,5.82,14
1195,120,Fresh Juice,Drinks,6.7,82
1196,120,Classic Burger,Fast Food,,23
1197,120,Lemonade,Drinks,6.0,51
1198,120,Ice Cream Sundae,Dessert,9.68,41
1199,121,Cheese Burger,Fast Food,10.19,44
1200,121,Iced Tea,Drinks,7.22,48
1201,121,Margherita Pizza,Casual,19.72,26
1202,121,Fruit Tart,Dessert,9.12,17
1203,121,Iced Tea,Drinks,4.47,60
1204,122,Fresh Juice,Drinks,,67
1205,122,Kebab,Fast Food,9.04,18
1206,122,Tacos,Fast Food,11.69,42
1207,122,Chicken Burger,Fast Food,14.5,62
1208,122,Cheesecake,Dessert,7.29,63
1209,122,Cheesecake,Dessert,7.88,49
